n_data,K,n_procs,mode,serial_total,serial_komp,paralel_total,paralel_komp,speedup_total,speedup_komp,eff_total,eff_komp
5000,3,1,both,1.2705687681833904,1.2705687681833904,0.0100251833597819,0.0100251833597819,126.7377086867598,,,
10000,3,1,both,1.235322634379069,1.235322634379069,0.022961139678955078,0.022961139678955078,53.800580095390394,,,
25000,3,1,both,1.244742711385091,1.244742711385091,0.06076566378275553,0.06076566378275553,20.484310281464122,,,
50000,3,1,both,1.2385632991790771,1.2385632991790771,0.09142875671386719,0.09142875671386719,13.54675863148013,,,
75000,3,1,both,1.3254014650980632,1.3254014650980632,0.20826069513956705,0.20826069513956705,6.364145976800078,,,
100000,3,1,both,1.390044927597046,1.390044927597046,0.19632498423258463,0.19632498423258463,7.080326189917177,,,
1000,3,2,both,1.2752246061960857,1.2752246061960857,0.011523882548014322,0.011523882548014322,110.65928526109626,,,
5000,3,2,both,1.4389084974924724,1.4389084974924724,0.013434330622355143,0.013434330622355143,107.1068248907083,,,
10000,3,2,both,1.3648014863332112,1.3648014863332112,0.020248254140218098,0.020248254140218098,67.40341546891068,,,
25000,3,2,both,1.278409481048584,1.278409481048584,0.04426844914754232,0.04426844914754232,28.87856940250545,,,
50000,3,2,both,1.3021574020385742,1.3021574020385742,0.06019409497578939,0.06019409497578939,21.632643576787952,,,
75000,3,2,both,1.4203248023986816,1.4203248023986816,0.13199742635091147,0.13199742635091147,10.76024617800341,,,
100000,3,2,both,1.5559690793355305,1.5559690793355305,0.13814560572306314,0.13814560572306314,11.263254239550267,,,
1000,3,4,both,1.2738622824350994,1.2738622824350994,0.012891292572021484,0.012891292572021484,98.81571419764504,,,
5000,3,4,both,1.2159647941589355,1.2159647941589355,0.009919087092081705,0.009919087092081705,122.58837762697199,,,
10000,3,4,both,1.281647523244222,1.281647523244222,0.016200462977091473,0.016200462977091473,79.111783722265,,,
25000,3,4,both,1.2485092480977376,1.2485092480977376,0.029521067937215168,0.029521067937215168,42.29214372437483,,,
50000,3,4,both,1.2994081179300945,1.2994081179300945,0.044533888498942055,0.044533888498942055,29.177962260379825,,,
75000,3,4,both,1.3906279404958088,1.3906279404958088,0.0892478624979655,0.0892478624979655,15.581638613782035,,,
100000,3,4,both,1.3788524468739827,1.3788524468739827,0.08011309305826823,0.08011309305826823,17.21132456926996,,,
1000,3,6,both,1.2197760740915935,1.2197760740915935,0.015937169392903645,0.015937169392903645,76.5365570271672,,,
5000,3,6,both,1.2316806316375732,1.2316806316375732,0.009826978047688803,0.009826978047688803,125.33666256914566,,,
10000,3,6,both,1.2301642894744873,1.2301642894744873,0.014589150746663412,0.014589150746663412,84.32048656127773,,,
25000,3,6,both,1.3627777894337971,1.3627777894337971,0.030016501744588215,0.030016501744588215,45.400953150028464,,,
50000,3,6,both,1.7616753578186035,1.7616753578186035,0.03349844614664713,0.03349844614664713,52.58976342086034,,,
75000,3,6,both,1.8121591409047444,1.8121591409047444,0.07739615440368652,0.07739615440368652,23.414072118529287,,,
100000,3,6,both,1.6352465947469075,1.6352465947469075,0.07970722516377766,0.07970722516377766,20.51566330890205,,,
