n_data,K,n_procs,mode,serial_total,serial_komp,paralel_total,paralel_komp,speedup_total,speedup_komp,eff_total,eff_komp
1000,5,1,both,1.59749174118042,1.59749174118042,0.020290136337280273,0.020290136337280273,78.73243011409704,,,
5000,5,1,both,1.7099610169728596,1.7099610169728596,0.04561328887939453,0.04561328887939453,37.488220187194656,,,
10000,5,1,both,1.7128655115763347,1.7128655115763347,0.04150088628133138,0.04150088628133138,41.27298631564031,,,
25000,5,1,both,1.307792107264201,1.307792107264201,0.10378392537434895,0.10378392537434895,12.60110467538196,,,
50000,5,1,both,1.373287041982015,1.373287041982015,0.23140343030293783,0.23140343030293783,5.934601056623057,,,
75000,5,1,both,1.5872950553894043,1.5872950553894043,0.38291748364766437,0.38291748364766437,4.145266599657093,,,
100000,5,1,both,1.6089496612548828,1.6089496612548828,0.5349250634511312,0.5349250634511312,3.007803842419641,,,
1000,5,2,both,1.2837472756703694,1.2837472756703694,0.018896182378133137,0.018896182378133137,67.93685888404292,,,
5000,5,2,both,1.2877904574076335,1.2877904574076335,0.0354305108388265,0.0354305108388265,36.346934518268625,,,
10000,5,2,both,1.6083697477976482,1.6083697477976482,0.03535000483194987,0.03535000483194987,45.49843077656327,,,
25000,5,2,both,1.5605357487996419,1.5605357487996419,0.08353980382283528,0.08353980382283528,18.68014619844098,,,
50000,5,2,both,1.7293594678243,1.7293594678243,0.17980257670084634,0.17980257670084634,9.618101695514577,,,
75000,5,2,both,1.9481337070465088,1.9481337070465088,0.23192524909973145,0.23192524909973145,8.399834492400528,,,
100000,5,2,both,1.616247018178304,1.616247018178304,0.29633569717407227,0.29633569717407227,5.4541084101281765,,,
1000,5,4,both,1.4418242772420247,1.4418242772420247,0.02288214365641276,0.02288214365641276,63.01089176310415,,,
5000,5,4,both,1.5840516885121663,1.5840516885121663,0.03129148483276367,0.03129148483276367,50.622451985838296,,,
10000,5,4,both,1.5692336559295654,1.5692336559295654,0.020932356516520183,0.020932356516520183,74.96688940354606,,,
25000,5,4,both,1.5586268107096355,1.5586268107096355,0.04959599177042643,0.04959599177042643,31.426467242036853,,,
50000,5,4,both,1.758353312810262,1.758353312810262,0.10662285486857097,0.10662285486857097,16.4913358864542,,,
75000,5,4,both,1.6130120754241943,1.6130120754241943,0.1453557014465332,0.1453557014465332,11.096999012574098,,,
100000,5,4,both,1.4778467019399006,1.4778467019399006,0.18667936325073242,0.18667936325073242,7.9164974435603686,,,
1000,5,6,both,1.2289865811665852,1.2289865811665852,0.022918860117594402,0.022918860117594402,53.623372840567846,,,
5000,5,6,both,1.4125444889068604,1.4125444889068604,0.030578136444091797,0.030578136444091797,46.194590422131085,,,
10000,5,6,both,1.4179548422495525,1.4179548422495525,0.02439594268798828,0.02439594268798828,58.122568182114335,,,
25000,5,6,both,1.318066914876302,1.318066914876302,0.03644426663716634,0.03644426663716634,36.16664667720656,,,
50000,5,6,both,1.608201026916504,1.608201026916504,0.09105118115743001,0.09105118115743001,17.662604773197614,,,
75000,5,6,both,1.5741550922393799,1.5741550922393799,0.12186177571614583,0.12186177571614583,12.917545990024626,,,
100000,5,6,both,1.8090564409891765,1.8090564409891765,0.15774154663085938,0.15774154663085938,11.468484236576302,,,
